filename	name	dex	cls	col	row
フシギバナ.png	No.0003 フシギバナ	0003	sprite-poke-ui_PokeIcon_02_0003_00_0	13	17
リザードン.png	No.0006 リザードン	0006	sprite-poke-ui_PokeIcon_02_0006_00_0	11	17
カメックス.png	No.0009 カメックス	0009	sprite-poke-ui_PokeIcon_02_0009_00_0	8	17
スピアー.png	No.0015 スピアー	0015	sprite-poke-ui_PokeIcon_02_0015_00_0	6	17
ピジョット.png	No.0018 ピジョット	0018	sprite-poke-ui_PokeIcon_02_0018_00_0	4	17
アーボック.png	No.0024 アーボック	0024	sprite-poke-ui_PokeIcon_02_0024_00_0	2	17
ピカチュウ.png	No.0025 ピカチュウ	0025	sprite-poke-ui_PokeIcon_02_0025_00_0	1	17
ライチュウ.png	No.0026 ライチュウ	0026	sprite-poke-ui_PokeIcon_02_0026_00_0	0	17
ライチュウ_アローラのすがた.png	No.0026 ライチュウ (アローラのすがた)	0026	sprite-poke-ui_PokeIcon_02_0026_01_0	17	16
ピクシー.png	No.0036 ピクシー	0036	sprite-poke-ui_PokeIcon_02_0036_00_0	17	15
キュウコン.png	No.0038 キュウコン	0038	sprite-poke-ui_PokeIcon_02_0038_00_0	17	13
キュウコン_アローラのすがた.png	No.0038 キュウコン (アローラのすがた)	0038	sprite-poke-ui_PokeIcon_02_0038_01_0	17	12
ウインディ.png	No.0059 ウインディ	0059	sprite-poke-ui_PokeIcon_02_0059_00_0	17	11
ウインディ_ヒスイのすがた.png	No.0059 ウインディ (ヒスイのすがた)	0059	sprite-poke-ui_PokeIcon_02_0059_01_0	17	10
フーディン.png	No.0065 フーディン	0065	sprite-poke-ui_PokeIcon_02_0065_00_0	17	9
カイリキー.png	No.0068 カイリキー	0068	sprite-poke-ui_PokeIcon_02_0068_00_0	17	7
ウツボット.png	No.0071 ウツボット	0071	sprite-poke-ui_PokeIcon_02_0071_00_0	17	6
ヤドラン.png	No.0080 ヤドラン	0080	sprite-poke-ui_PokeIcon_02_0080_00_0	17	4
ヤドラン_ガラルのすがた.png	No.0080 ヤドラン (ガラルのすがた)	0080	sprite-poke-ui_PokeIcon_02_0080_02_0	17	2
ゲンガー.png	No.0094 ゲンガー	0094	sprite-poke-ui_PokeIcon_02_0094_00_0	17	1
ガルーラ.png	No.0115 ガルーラ	0115	sprite-poke-ui_PokeIcon_02_0115_00_0	16	16
スターミー.png	No.0121 スターミー	0121	sprite-poke-ui_PokeIcon_02_0121_00_0	14	16
カイロス.png	No.0127 カイロス	0127	sprite-poke-ui_PokeIcon_02_0127_00_0	12	16
ケンタロス.png	No.0128 ケンタロス	0128	sprite-poke-ui_PokeIcon_02_0128_00_0	10	16
ケンタロス_パルデアのすがた_コンバットしゅ.png	No.0128 ケンタロス (パルデアのすがた・コンバットしゅ)	0128	sprite-poke-ui_PokeIcon_02_0128_01_0	9	16
ケンタロス_パルデアのすがた_ブレイズしゅ.png	No.0128 ケンタロス (パルデアのすがた・ブレイズしゅ)	0128	sprite-poke-ui_PokeIcon_02_0128_02_0	8	16
ケンタロス_パルデアのすがた_ウォーターしゅ.png	No.0128 ケンタロス (パルデアのすがた・ウォーターしゅ)	0128	sprite-poke-ui_PokeIcon_02_0128_03_0	7	16
ギャラドス.png	No.0130 ギャラドス	0130	sprite-poke-ui_PokeIcon_02_0130_00_0	6	16
メタモン.png	No.0132 メタモン	0132	sprite-poke-ui_PokeIcon_02_0132_00_0	4	16
シャワーズ.png	No.0134 シャワーズ	0134	sprite-poke-ui_PokeIcon_02_0134_00_0	3	16
サンダース.png	No.0135 サンダース	0135	sprite-poke-ui_PokeIcon_02_0135_00_0	2	16
ブースター.png	No.0136 ブースター	0136	sprite-poke-ui_PokeIcon_02_0136_00_0	1	16
プテラ.png	No.0142 プテラ	0142	sprite-poke-ui_PokeIcon_02_0142_00_0	0	16
カビゴン.png	No.0143 カビゴン	0143	sprite-poke-ui_PokeIcon_02_0143_00_0	16	14
カイリュー.png	No.0149 カイリュー	0149	sprite-poke-ui_PokeIcon_02_0149_00_0	16	13
メガニウム.png	No.0154 メガニウム	0154	sprite-poke-ui_PokeIcon_02_0154_00_0	16	11
バクフーン.png	No.0157 バクフーン	0157	sprite-poke-ui_PokeIcon_02_0157_00_0	16	9
バクフーン_ヒスイのすがた.png	No.0157 バクフーン (ヒスイのすがた)	0157	sprite-poke-ui_PokeIcon_02_0157_01_0	16	8
オーダイル.png	No.0160 オーダイル	0160	sprite-poke-ui_PokeIcon_02_0160_00_0	16	7
アリアドス.png	No.0168 アリアドス	0168	sprite-poke-ui_PokeIcon_02_0168_00_0	16	5
デンリュウ.png	No.0181 デンリュウ	0181	sprite-poke-ui_PokeIcon_02_0181_00_0	16	4
マリルリ.png	No.0184 マリルリ	0184	sprite-poke-ui_PokeIcon_02_0184_00_0	16	2
ニョロトノ.png	No.0186 ニョロトノ	0186	sprite-poke-ui_PokeIcon_02_0186_00_0	16	1
エーフィ.png	No.0196 エーフィ	0196	sprite-poke-ui_PokeIcon_02_0196_00_0	16	0
ブラッキー.png	No.0197 ブラッキー	0197	sprite-poke-ui_PokeIcon_02_0197_00_0	15	15
ヤドキング.png	No.0199 ヤドキング	0199	sprite-poke-ui_PokeIcon_02_0199_00_0	14	15
ヤドキング_ガラルのすがた.png	No.0199 ヤドキング (ガラルのすがた)	0199	sprite-poke-ui_PokeIcon_02_0199_01_0	13	15
フォレトス.png	No.0205 フォレトス	0205	sprite-poke-ui_PokeIcon_02_0205_00_0	12	15
ハガネール.png	No.0208 ハガネール	0208	sprite-poke-ui_PokeIcon_02_0208_00_0	11	15
ハッサム.png	No.0212 ハッサム	0212	sprite-poke-ui_PokeIcon_02_0212_00_0	9	15
ヘラクロス.png	No.0214 ヘラクロス	0214	sprite-poke-ui_PokeIcon_02_0214_00_0	7	15
エアームド.png	No.0227 エアームド	0227	sprite-poke-ui_PokeIcon_02_0227_00_0	5	15
ヘルガー.png	No.0229 ヘルガー	0229	sprite-poke-ui_PokeIcon_02_0229_00_0	3	15
バンギラス.png	No.0248 バンギラス	0248	sprite-poke-ui_PokeIcon_02_0248_00_0	1	15
ペリッパー.png	No.0279 ペリッパー	0279	sprite-poke-ui_PokeIcon_02_0279_00_0	15	14
サーナイト.png	No.0282 サーナイト	0282	sprite-poke-ui_PokeIcon_02_0282_00_0	15	13
ヤミラミ.png	No.0302 ヤミラミ	0302	sprite-poke-ui_PokeIcon_02_0302_00_0	15	11
ボスゴドラ.png	No.0306 ボスゴドラ	0306	sprite-poke-ui_PokeIcon_02_0306_00_0	15	9
チャーレム.png	No.0308 チャーレム	0308	sprite-poke-ui_PokeIcon_02_0308_00_0	15	7
ライボルト.png	No.0310 ライボルト	0310	sprite-poke-ui_PokeIcon_02_0310_00_0	15	5
サメハダー.png	No.0319 サメハダー	0319	sprite-poke-ui_PokeIcon_02_0319_00_0	15	3
バクーダ.png	No.0323 バクーダ	0323	sprite-poke-ui_PokeIcon_02_0323_00_0	15	1
コータス.png	No.0324 コータス	0324	sprite-poke-ui_PokeIcon_02_0324_00_0	14	14
チルタリス.png	No.0334 チルタリス	0334	sprite-poke-ui_PokeIcon_02_0334_00_0	13	14
ミロカロス.png	No.0350 ミロカロス	0350	sprite-poke-ui_PokeIcon_02_0350_00_0	11	14
ポワルン.png	No.0351 ポワルン	0351	sprite-poke-ui_PokeIcon_02_0351_00_0	10	14
ジュペッタ.png	No.0354 ジュペッタ	0354	sprite-poke-ui_PokeIcon_02_0354_00_0	6	14
チリーン.png	No.0358 チリーン	0358	sprite-poke-ui_PokeIcon_02_0358_00_0	4	14
アブソル.png	No.0359 アブソル	0359	sprite-poke-ui_PokeIcon_02_0359_00_0	2	14
オニゴーリ.png	No.0362 オニゴーリ	0362	sprite-poke-ui_PokeIcon_02_0362_00_0	0	14
ドダイトス.png	No.0389 ドダイトス	0389	sprite-poke-ui_PokeIcon_02_0389_00_0	14	12
ゴウカザル.png	No.0392 ゴウカザル	0392	sprite-poke-ui_PokeIcon_02_0392_00_0	14	11
エンペルト.png	No.0395 エンペルト	0395	sprite-poke-ui_PokeIcon_02_0395_00_0	14	10
レントラー.png	No.0405 レントラー	0405	sprite-poke-ui_PokeIcon_02_0405_00_0	14	9
ロズレイド.png	No.0407 ロズレイド	0407	sprite-poke-ui_PokeIcon_02_0407_00_0	14	8
ラムパルド.png	No.0409 ラムパルド	0409	sprite-poke-ui_PokeIcon_02_0409_00_0	14	7
トリデプス.png	No.0411 トリデプス	0411	sprite-poke-ui_PokeIcon_02_0411_00_0	14	6
ミミロップ.png	No.0428 ミミロップ	0428	sprite-poke-ui_PokeIcon_02_0428_00_0	14	5
ミカルゲ.png	No.0442 ミカルゲ	0442	sprite-poke-ui_PokeIcon_02_0442_00_0	14	3
ガブリアス.png	No.0445 ガブリアス	0445	sprite-poke-ui_PokeIcon_02_0445_00_0	14	2
ルカリオ.png	No.0448 ルカリオ	0448	sprite-poke-ui_PokeIcon_02_0448_00_0	14	0
カバルドン.png	No.0450 カバルドン	0450	sprite-poke-ui_PokeIcon_02_0450_00_0	12	13
ドクロッグ.png	No.0454 ドクロッグ	0454	sprite-poke-ui_PokeIcon_02_0454_00_0	11	13
ユキノオー.png	No.0460 ユキノオー	0460	sprite-poke-ui_PokeIcon_02_0460_00_0	10	13
マニューラ.png	No.0461 マニューラ	0461	sprite-poke-ui_PokeIcon_02_0461_00_0	8	13
ドサイドン.png	No.0464 ドサイドン	0464	sprite-poke-ui_PokeIcon_02_0464_00_0	7	13
リーフィア.png	No.0470 リーフィア	0470	sprite-poke-ui_PokeIcon_02_0470_00_0	6	13
グレイシア.png	No.0471 グレイシア	0471	sprite-poke-ui_PokeIcon_02_0471_00_0	5	13
グライオン.png	No.0472 グライオン	0472	sprite-poke-ui_PokeIcon_02_0472_00_0	4	13
マンムー.png	No.0473 マンムー	0473	sprite-poke-ui_PokeIcon_02_0473_00_0	3	13
エルレイド.png	No.0475 エルレイド	0475	sprite-poke-ui_PokeIcon_02_0475_00_0	2	13
ユキメノコ.png	No.0478 ユキメノコ	0478	sprite-poke-ui_PokeIcon_02_0478_00_0	0	13
ロトム_ロトムのすがた.png	No.0479 ロトム (ロトムのすがた)	0479	sprite-poke-ui_PokeIcon_02_0479_00_0	13	11
ロトム_ヒートロトム.png	No.0479 ロトム (ヒートロトム)	0479	sprite-poke-ui_PokeIcon_02_0479_01_0	13	10
ロトム_ウォッシュロトム.png	No.0479 ロトム (ウォッシュロトム)	0479	sprite-poke-ui_PokeIcon_02_0479_02_0	13	9
ロトム_フロストロトム.png	No.0479 ロトム (フロストロトム)	0479	sprite-poke-ui_PokeIcon_02_0479_03_0	13	8
ロトム_スピンロトム.png	No.0479 ロトム (スピンロトム)	0479	sprite-poke-ui_PokeIcon_02_0479_04_0	13	7
ロトム_カットロトム.png	No.0479 ロトム (カットロトム)	0479	sprite-poke-ui_PokeIcon_02_0479_05_0	13	6
ジャローダ.png	No.0497 ジャローダ	0497	sprite-poke-ui_PokeIcon_02_0497_00_0	13	5
エンブオー.png	No.0500 エンブオー	0500	sprite-poke-ui_PokeIcon_02_0500_00_0	13	4
ダイケンキ.png	No.0503 ダイケンキ	0503	sprite-poke-ui_PokeIcon_02_0503_00_0	13	2
ダイケンキ_ヒスイのすがた.png	No.0503 ダイケンキ (ヒスイのすがた)	0503	sprite-poke-ui_PokeIcon_02_0503_01_0	13	1
ミルホッグ.png	No.0505 ミルホッグ	0505	sprite-poke-ui_PokeIcon_02_0505_00_0	13	0
レパルダス.png	No.0510 レパルダス	0510	sprite-poke-ui_PokeIcon_02_0510_00_0	12	12
ヤナッキー.png	No.0512 ヤナッキー	0512	sprite-poke-ui_PokeIcon_02_0512_00_0	11	12
バオッキー.png	No.0514 バオッキー	0514	sprite-poke-ui_PokeIcon_02_0514_00_0	10	12
ヒヤッキー.png	No.0516 ヒヤッキー	0516	sprite-poke-ui_PokeIcon_02_0516_00_0	9	12
ドリュウズ.png	No.0530 ドリュウズ	0530	sprite-poke-ui_PokeIcon_02_0530_00_0	8	12
タブンネ.png	No.0531 タブンネ	0531	sprite-poke-ui_PokeIcon_02_0531_00_0	6	12
ローブシン.png	No.0534 ローブシン	0534	sprite-poke-ui_PokeIcon_02_0534_00_0	4	12
エルフーン.png	No.0547 エルフーン	0547	sprite-poke-ui_PokeIcon_02_0547_00_0	3	12
ワルビアル.png	No.0553 ワルビアル	0553	sprite-poke-ui_PokeIcon_02_0553_00_0	2	12
デスカーン.png	No.0563 デスカーン	0563	sprite-poke-ui_PokeIcon_02_0563_00_0	1	12
ダストダス.png	No.0569 ダストダス	0569	sprite-poke-ui_PokeIcon_02_0569_00_0	0	12
ゾロアーク.png	No.0571 ゾロアーク	0571	sprite-poke-ui_PokeIcon_02_0571_00_0	12	11
ゾロアーク_ヒスイのすがた.png	No.0571 ゾロアーク (ヒスイのすがた)	0571	sprite-poke-ui_PokeIcon_02_0571_01_0	12	10
ランクルス.png	No.0579 ランクルス	0579	sprite-poke-ui_PokeIcon_02_0579_00_0	12	9
バイバニラ.png	No.0584 バイバニラ	0584	sprite-poke-ui_PokeIcon_02_0584_00_0	12	8
エモンガ.png	No.0587 エモンガ	0587	sprite-poke-ui_PokeIcon_02_0587_00_0	12	7
シャンデラ.png	No.0609 シャンデラ	0609	sprite-poke-ui_PokeIcon_02_0609_00_0	12	6
ツンベアー.png	No.0614 ツンベアー	0614	sprite-poke-ui_PokeIcon_02_0614_00_0	12	4
マッギョ.png	No.0618 マッギョ	0618	sprite-poke-ui_PokeIcon_02_0618_00_0	12	3
マッギョ_ガラルのすがた.png	No.0618 マッギョ (ガラルのすがた)	0618	sprite-poke-ui_PokeIcon_02_0618_01_0	12	2
ゴルーグ.png	No.0623 ゴルーグ	0623	sprite-poke-ui_PokeIcon_02_0623_00_0	12	1
サザンドラ.png	No.0635 サザンドラ	0635	sprite-poke-ui_PokeIcon_02_0635_00_0	11	11
ウルガモス.png	No.0637 ウルガモス	0637	sprite-poke-ui_PokeIcon_02_0637_00_0	10	11
